sexo,remuneracao,cnae_secao,cbo_grupo,uf,idade,escolaridade,vinculo
Feminino,2719.2,E,Administração,PR,34,Superior completo,Temporário
Masculino,1526.65,A,Técnico,BA,63,Médio incompleto,Temporário
Feminino,2033.54,G,Operacional,DF,63,Pós-graduação,Temporário
Feminino,2581.91,G,Operacional,PE,53,Pós-graduação,Aprendiz
Feminino,1397.78,J,Técnico,PR,47,Superior completo,CLT
Feminino,1354.92,H,Operacional,RS,21,Médio completo,Aprendiz
Feminino,3814.22,G,Administração,MG,31,Médio completo,Aprendiz
Feminino,2815.98,I,Administração,SC,63,Pós-graduação,Temporário
Masculino,2580.67,H,Operacional,RS,45,Médio completo,Temporário
Masculino,2576.72,H,Direção,RS,24,Médio incompleto,Estatutário
Feminino,2223.44,C,Técnico,BA,33,Médio completo,CLT
Masculino,4482.78,J,Direção,GO,31,Fundamental completo,CLT
Masculino,1844.12,D,Administração,PR,54,Fundamental completo,CLT
Masculino,2344.36,D,Operacional,SP,56,Superior incompleto,Estatutário
Feminino,941.14,A,Serviços,PR,44,Médio completo,CLT
Feminino,1247.34,F,Serviços,SC,47,Médio completo,Aprendiz
Masculino,1053.25,B,Direção,SP,32,Superior completo,Temporário
Feminino,3207.76,I,Direção,MG,56,Fundamental completo,Aprendiz
Feminino,573.27,A,Direção,SC,59,Fundamental completo,Aprendiz
Feminino,1508.63,A,Administração,BA,35,Fundamental incompleto,CLT
Feminino,470.05,J,Administração,BA,28,Fundamental incompleto,Temporário
Feminino,1243.79,F,Operacional,BA,39,Superior incompleto,CLT
Masculino,1449.64,A,Administração,DF,63,Fundamental completo,CLT
Feminino,3371.77,C,Operacional,RJ,21,Superior incompleto,Temporário
Masculino,2161.34,J,Operacional,MG,20,Médio completo,Estatutário
Feminino,1242.76,B,Direção,BA,41,Médio completo,Estatutário
Feminino,2921.01,I,Serviços,SC,31,Fundamental completo,Estatutário
Masculino,1822.61,E,Direção,SP,20,Médio incompleto,Temporário
Masculino,1838.87,F,Administração,GO,48,Superior incompleto,Aprendiz
Feminino,1052.37,B,Técnico,BA,52,Médio incompleto,Aprendiz
Masculino,1158.05,H,Administração,RJ,48,Médio completo,Temporário
Feminino,1247.26,F,Serviços,RS,29,Superior completo,CLT
Masculino,1846.24,H,Administração,BA,27,Pós-graduação,CLT
Masculino,1872.54,H,Serviços,RS,37,Superior incompleto,Temporário
Feminino,3622.22,A,Técnico,SC,35,Médio completo,CLT
Feminino,2150.11,G,Técnico,DF,61,Fundamental incompleto,CLT
Feminino,534.64,B,Operacional,PR,53,Fundamental completo,Estatutário
Masculino,2034.87,H,Administração,MG,36,Fundamental incompleto,Temporário
Feminino,941.52,B,Operacional,SC,34,Pós-graduação,Estatutário
Feminino,1170.65,D,Direção,RS,57,Pós-graduação,Aprendiz
Feminino,1254.54,B,Direção,DF,28,Superior incompleto,Aprendiz
Feminino,1341.44,G,Direção,RJ,22,Fundamental incompleto,Aprendiz
Feminino,973.78,E,Direção,GO,54,Superior completo,Aprendiz
Masculino,1981.42,I,Direção,PR,62,Pós-graduação,CLT
Masculino,958.28,E,Administração,DF,53,Superior incompleto,CLT
Feminino,2122.82,H,Operacional,GO,62,Médio incompleto,Estatutário
Masculino,4947.5,B,Operacional,BA,61,Fundamental completo,Temporário
Feminino,994.05,C,Serviços,PR,31,Médio incompleto,CLT
Masculino,1590.77,F,Direção,PE,45,Superior completo,Temporário
Feminino,580.82,G,Técnico,RJ,26,Médio completo,Estatutário
Feminino,1579.05,J,Serviços,RS,55,Pós-graduação,Aprendiz
Masculino,2414.44,H,Serviços,SC,46,Fundamental completo,CLT
Masculino,2500.6,C,Administração,BA,42,Fundamental incompleto,Aprendiz
Masculino,1872.1,G,Serviços,PE,25,Superior incompleto,Estatutário
Feminino,2697.74,H,Técnico,RS,36,Fundamental completo,Temporário
Feminino,5685.79,J,Operacional,DF,19,Médio completo,CLT
Masculino,3907.05,F,Serviços,BA,23,Pós-graduação,Temporário
Feminino,1429.19,D,Administração,RJ,47,Médio incompleto,Temporário
Masculino,941.06,F,Direção,DF,19,Pós-graduação,Aprendiz
Masculino,1506.03,I,Técnico,BA,36,Médio completo,CLT
Feminino,1180.69,C,Direção,PR,30,Fundamental incompleto,Estatutário
Masculino,2215.22,B,Serviços,MG,25,Superior incompleto,CLT
Masculino,1062.59,E,Operacional,DF,26,Pós-graduação,Temporário
Masculino,1749.75,G,Administração,BA,40,Superior incompleto,Aprendiz
Masculino,2636.23,C,Técnico,MG,54,Fundamental incompleto,Temporário
Masculino,1727.94,E,Operacional,PR,25,Superior incompleto,Temporário
Masculino,1181.05,D,Técnico,MG,26,Fundamental completo,CLT
Feminino,3067.65,G,Administração,MG,33,Fundamental completo,Temporário
Masculino,776.24,B,Administração,BA,33,Fundamental incompleto,CLT
Masculino,1560.08,G,Serviços,DF,29,Fundamental incompleto,CLT
Masculino,1774.46,B,Técnico,PR,42,Médio completo,Temporário
Masculino,1821.03,C,Serviços,RS,28,Superior incompleto,Aprendiz
Feminino,1961.03,E,Técnico,RS,35,Pós-graduação,Temporário
Feminino,2379.62,G,Técnico,MG,30,Superior completo,Aprendiz
Masculino,1779.46,F,Direção,PE,52,Médio incompleto,Temporário
Feminino,1532.07,G,Serviços,GO,35,Fundamental incompleto,Estatutário
Feminino,1505.06,F,Técnico,SP,60,Médio completo,Estatutário
Feminino,1373.09,A,Técnico,MG,47,Fundamental incompleto,Estatutário
Masculino,2577.03,E,Administração,RJ,60,Pós-graduação,Temporário
Masculino,1351.62,A,Direção,BA,54,Fundamental incompleto,Temporário
Masculino,2646.64,G,Administração,SC,47,Fundamental completo,Aprendiz
Feminino,1823.57,D,Serviços,SP,20,Superior completo,Estatutário
Masculino,1430.01,E,Serviços,MG,46,Superior incompleto,CLT
Feminino,2388.17,A,Técnico,RS,42,Superior completo,Estatutário
Masculino,1303.29,H,Operacional,GO,19,Fundamental incompleto,Estatutário
Masculino,2409.52,D,Administração,BA,64,Superior incompleto,CLT
Feminino,1989.68,C,Serviços,MG,22,Médio completo,Estatutário
Masculino,1382.51,A,Técnico,RS,48,Fundamental incompleto,Estatutário
Masculino,2293.62,D,Técnico,BA,22,Superior completo,Aprendiz
Feminino,2312.22,C,Administração,RS,38,Médio incompleto,Estatutário
Feminino,3043.87,H,Técnico,DF,43,Superior completo,CLT
Feminino,2792.71,I,Direção,SC,24,Fundamental completo,CLT
Feminino,2255.38,E,Operacional,RJ,47,Médio incompleto,Estatutário
Feminino,1088.53,I,Administração,SP,51,Fundamental completo,Temporário
Feminino,5441.79,A,Administração,PE,45,Fundamental incompleto,Estatutário
Masculino,961.38,G,Administração,MG,31,Superior completo,CLT
Masculino,2771.57,G,Técnico,BA,35,Fundamental incompleto,CLT
Masculino,2195.31,F,Técnico,RS,61,Superior incompleto,CLT
Masculino,1065.97,D,Administração,MG,34,Fundamental completo,Temporário
Feminino,1709.69,I,Administração,DF,42,Médio completo,Temporário
Feminino,1745.09,C,Direção,SC,23,Médio incompleto,Temporário
Feminino,3253.58,A,Serviços,SC,22,Superior completo,Estatutário
Masculino,1311.61,B,Direção,SC,38,Médio completo,CLT
Feminino,1607.0,C,Administração,MG,56,Fundamental completo,Estatutário
Masculino,631.92,B,Técnico,SC,37,Médio completo,Estatutário
Feminino,3946.73,F,Técnico,RS,28,Fundamental completo,Temporário
Feminino,1116.87,G,Administração,RJ,22,Superior incompleto,Estatutário
Masculino,2094.58,E,Serviços,MG,55,Superior incompleto,Aprendiz
Masculino,1727.39,E,Operacional,RS,56,Médio completo,Temporário
Masculino,1730.04,G,Operacional,SP,52,Pós-graduação,Temporário
Feminino,2603.05,F,Direção,BA,52,Pós-graduação,CLT
Feminino,3835.55,H,Serviços,PR,42,Médio completo,Aprendiz
Feminino,2024.69,I,Operacional,DF,47,Superior completo,Aprendiz
Masculino,2427.91,B,Serviços,SC,19,Pós-graduação,Aprendiz
Masculino,2096.45,B,Técnico,PE,37,Fundamental completo,CLT
Feminino,2858.03,A,Técnico,DF,53,Superior incompleto,Estatutário
Feminino,1468.05,G,Serviços,SC,54,Superior completo,Estatutário
Masculino,2933.42,D,Administração,BA,19,Médio completo,CLT
Masculino,2980.14,I,Operacional,SC,61,Superior completo,Estatutário
Feminino,2942.87,F,Operacional,SC,64,Fundamental completo,Aprendiz
Masculino,1343.37,G,Técnico,RJ,44,Fundamental completo,CLT
Masculino,1676.14,G,Direção,PR,49,Médio completo,Aprendiz
Masculino,2013.76,H,Operacional,SC,21,Médio incompleto,Aprendiz
Masculino,975.67,D,Técnico,GO,44,Superior completo,CLT
Feminino,3706.02,C,Técnico,PR,47,Fundamental incompleto,Temporário
Feminino,1798.08,C,Serviços,RS,20,Fundamental completo,CLT
Feminino,2054.46,J,Serviços,SC,63,Superior incompleto,CLT
Masculino,1394.58,H,Serviços,SC,62,Pós-graduação,Temporário
Masculino,995.16,C,Direção,PE,44,Superior completo,Temporário
Masculino,1377.72,H,Operacional,PE,55,Fundamental incompleto,Aprendiz
Masculino,1995.48,B,Direção,GO,53,Fundamental completo,Temporário
Feminino,2448.04,E,Direção,SP,18,Superior completo,Temporário
Masculino,1944.59,E,Serviços,RJ,52,Médio incompleto,Aprendiz
Masculino,2113.34,G,Técnico,SP,29,Fundamental incompleto,Aprendiz
Masculino,1553.61,E,Administração,GO,52,Superior incompleto,Aprendiz
Masculino,2260.43,I,Técnico,BA,35,Fundamental incompleto,Aprendiz
Masculino,3523.73,C,Técnico,PE,63,Superior completo,CLT
Masculino,2482.83,I,Técnico,MG,54,Pós-graduação,Aprendiz
Feminino,2602.67,A,Técnico,MG,40,Médio completo,CLT
Masculino,2063.81,C,Direção,BA,50,Fundamental completo,Aprendiz
Masculino,919.27,D,Serviços,PE,31,Pós-graduação,CLT
Feminino,1129.92,F,Serviços,SC,61,Médio completo,CLT
Feminino,2218.74,J,Técnico,PE,18,Médio incompleto,CLT
Feminino,1799.16,H,Administração,RJ,44,Fundamental incompleto,CLT
Feminino,2203.78,G,Operacional,BA,41,Médio completo,Temporário
Masculino,3844.47,H,Técnico,PR,19,Médio incompleto,CLT
Masculino,2506.68,F,Técnico,SC,29,Médio completo,Temporário
Masculino,3185.93,F,Administração,BA,30,Superior incompleto,Temporário
Feminino,1886.74,F,Direção,DF,44,Médio completo,CLT
Feminino,1257.34,C,Técnico,BA,37,Fundamental completo,Aprendiz
Masculino,1761.57,J,Administração,SP,64,Superior completo,Temporário
Masculino,1258.73,D,Direção,PR,54,Médio completo,CLT
Feminino,3645.44,F,Direção,RS,51,Médio completo,Estatutário
Masculino,2580.34,G,Técnico,PE,23,Médio completo,Temporário
Feminino,2285.25,C,Direção,BA,25,Pós-graduação,Aprendiz
Feminino,3153.2,D,Técnico,RS,38,Médio completo,Estatutário
Feminino,728.49,F,Técnico,MG,56,Médio completo,Temporário
Feminino,2355.86,A,Serviços,SC,38,Fundamental incompleto,CLT
Feminino,1002.46,G,Operacional,PE,62,Fundamental incompleto,CLT
Masculino,1802.15,A,Operacional,MG,23,Superior completo,CLT
Feminino,1571.41,J,Serviços,PR,58,Pós-graduação,CLT
Feminino,2435.19,I,Técnico,GO,61,Superior incompleto,Aprendiz
Masculino,2003.57,J,Administração,SP,47,Fundamental incompleto,Aprendiz
Masculino,3311.98,I,Direção,GO,27,Médio incompleto,Temporário
Masculino,1379.04,I,Serviços,GO,28,Fundamental completo,CLT
Masculino,2487.67,D,Serviços,PE,18,Médio completo,Estatutário
Feminino,1944.97,B,Serviços,BA,27,Médio completo,Temporário
Feminino,866.2,G,Serviços,PE,42,Médio completo,Estatutário
Masculino,1195.86,D,Operacional,RJ,33,Superior incompleto,CLT
Masculino,1690.12,E,Técnico,BA,36,Superior incompleto,CLT
Feminino,2982.54,A,Serviços,RS,27,Médio incompleto,CLT
Masculino,2227.59,J,Serviços,RJ,64,Pós-graduação,Temporário
Masculino,1069.16,F,Serviços,DF,31,Médio completo,Estatutário
Feminino,1697.41,G,Administração,PR,20,Superior incompleto,CLT
Masculino,4482.84,C,Administração,BA,21,Médio completo,CLT
Masculino,1900.84,J,Direção,RS,57,Fundamental incompleto,CLT
Masculino,1560.41,B,Técnico,GO,50,Médio completo,Temporário
Masculino,2255.85,J,Serviços,RS,37,Médio incompleto,Temporário
Feminino,2549.18,G,Direção,MG,32,Médio incompleto,CLT
Masculino,1472.51,A,Direção,SP,24,Superior incompleto,Estatutário
Masculino,2266.88,B,Técnico,RJ,61,Médio completo,CLT
Feminino,1559.31,C,Administração,DF,20,Médio incompleto,Temporário
Feminino,2499.13,D,Técnico,SP,44,Fundamental incompleto,CLT
Masculino,1951.52,E,Direção,PR,54,Pós-graduação,Aprendiz
Masculino,2245.95,D,Técnico,RJ,46,Superior incompleto,Estatutário
Feminino,1284.81,J,Administração,RS,43,Fundamental incompleto,Aprendiz
Masculino,1249.4,C,Direção,BA,44,Médio incompleto,Temporário
Masculino,2766.87,A,Técnico,PR,42,Superior completo,Aprendiz
Feminino,1744.58,G,Serviços,SP,57,Superior incompleto,Estatutário
Feminino,2055.48,J,Serviços,MG,60,Médio completo,Estatutário
Feminino,1575.18,F,Técnico,GO,47,Superior completo,Aprendiz
Feminino,2709.25,B,Técnico,DF,61,Fundamental completo,CLT
Feminino,1375.38,B,Administração,SP,37,Médio completo,Aprendiz
Masculino,1701.01,C,Direção,GO,24,Pós-graduação,Temporário
Feminino,2575.24,H,Técnico,RS,46,Médio completo,Aprendiz
Masculino,3065.1,H,Direção,PR,63,Fundamental incompleto,Aprendiz
Masculino,1428.4,J,Serviços,GO,51,Médio completo,Temporário
Feminino,4367.11,J,Direção,MG,43,Fundamental completo,Aprendiz
Feminino,2081.74,J,Operacional,MG,44,Superior incompleto,Aprendiz
Masculino,1130.8,J,Administração,SP,61,Superior incompleto,Temporário
Feminino,2134.68,H,Administração,SC,26,Superior completo,Aprendiz
Masculino,1521.8,G,Direção,RS,39,Fundamental completo,Aprendiz
Masculino,2198.06,B,Administração,PE,29,Fundamental incompleto,Estatutário
Masculino,1773.51,A,Direção,SC,23,Superior completo,Temporário
Feminino,1869.49,F,Direção,MG,23,Fundamental completo,Estatutário
Feminino,1199.65,H,Serviços,BA,44,Superior incompleto,Temporário
Masculino,2822.92,A,Direção,MG,36,Superior completo,CLT
Feminino,1074.64,C,Administração,DF,23,Fundamental completo,Estatutário
Masculino,1097.79,A,Operacional,PE,34,Fundamental incompleto,CLT
Feminino,2133.06,J,Técnico,MG,46,Superior completo,Aprendiz
Masculino,3719.26,I,Administração,RJ,40,Médio completo,CLT
Masculino,1542.77,G,Operacional,MG,34,Médio completo,Aprendiz
Feminino,2478.57,H,Administração,RS,38,Pós-graduação,CLT
Masculino,2930.72,I,Operacional,MG,27,Superior incompleto,Aprendiz
Masculino,2608.7,C,Administração,DF,60,Pós-graduação,Aprendiz
Feminino,1571.77,J,Técnico,GO,25,Fundamental incompleto,CLT
Feminino,1106.58,B,Serviços,RJ,31,Médio completo,Estatutário
Masculino,669.55,F,Serviços,PE,48,Médio completo,Temporário
Masculino,1606.35,E,Técnico,BA,35,Médio completo,Estatutário
Masculino,3072.17,D,Administração,SP,64,Médio incompleto,CLT
Masculino,1090.21,F,Operacional,SC,47,Médio completo,Aprendiz
Masculino,2477.72,F,Direção,SC,35,Médio incompleto,CLT
Feminino,1179.01,C,Administração,DF,42,Fundamental completo,Temporário
Feminino,1896.44,B,Técnico,GO,54,Superior incompleto,CLT
Masculino,2486.19,I,Serviços,PE,42,Superior incompleto,Estatutário
Masculino,1343.76,H,Serviços,BA,47,Superior completo,Aprendiz
Masculino,1952.21,D,Administração,BA,47,Superior completo,Estatutário
Masculino,1499.98,F,Operacional,PR,53,Médio incompleto,Aprendiz
Feminino,2483.23,C,Técnico,RJ,28,Fundamental incompleto,Estatutário
Masculino,2010.01,H,Técnico,GO,56,Superior completo,Estatutário
Masculino,1854.61,C,Operacional,PR,44,Superior completo,CLT
Feminino,3645.53,B,Operacional,SP,33,Médio incompleto,Temporário
Masculino,2435.82,G,Administração,GO,55,Pós-graduação,Estatutário
Feminino,1325.23,C,Administração,SC,49,Médio completo,CLT
Masculino,1739.51,I,Serviços,RJ,46,Superior completo,Aprendiz
Feminino,1747.33,C,Serviços,SP,27,Pós-graduação,Aprendiz
Feminino,1874.59,H,Operacional,SP,47,Fundamental incompleto,Estatutário
Feminino,5630.93,B,Direção,SP,28,Pós-graduação,Aprendiz
Feminino,2136.41,I,Direção,RS,32,Superior incompleto,Temporário
Masculino,723.31,A,Direção,PR,61,Fundamental completo,CLT
Masculino,1416.21,C,Técnico,PR,40,Fundamental completo,Estatutário
Feminino,757.81,B,Administração,SP,40,Médio incompleto,Temporário
Feminino,1558.67,G,Operacional,SC,24,Superior completo,CLT
Masculino,739.3,E,Serviços,MG,31,Médio incompleto,CLT
Masculino,1221.44,H,Direção,RS,26,Médio incompleto,Estatutário
Masculino,912.03,B,Serviços,PR,45,Médio incompleto,Aprendiz
Masculino,2149.25,H,Administração,RS,23,Pós-graduação,CLT
Masculino,1808.48,G,Operacional,RS,60,Superior incompleto,CLT
Feminino,2072.13,E,Direção,GO,62,Médio completo,Aprendiz
Masculino,1724.95,B,Direção,SP,39,Superior incompleto,Aprendiz
Masculino,965.42,J,Operacional,RJ,35,Fundamental completo,Estatutário
Feminino,2278.07,G,Serviços,RJ,61,Pós-graduação,Estatutário
Feminino,4294.12,J,Administração,RJ,55,Fundamental completo,CLT
Feminino,2173.61,D,Administração,GO,39,Pós-graduação,Aprendiz
Feminino,1492.69,D,Administração,SP,26,Fundamental completo,Estatutário
Masculino,950.86,H,Serviços,GO,35,Médio completo,Estatutário
Feminino,1201.55,F,Serviços,PE,38,Médio completo,Aprendiz
Masculino,2216.91,I,Direção,SP,32,Fundamental incompleto,Aprendiz
Masculino,2930.43,B,Serviços,PE,26,Médio completo,CLT
Feminino,2033.25,E,Técnico,SP,59,Fundamental completo,Aprendiz
Feminino,2591.39,F,Operacional,GO,19,Médio completo,Estatutário
Masculino,2486.06,H,Serviços,MG,31,Médio completo,Aprendiz
Masculino,2270.92,D,Administração,DF,38,Médio completo,Temporário
Masculino,1344.38,G,Serviços,PE,60,Médio incompleto,CLT
Masculino,1955.23,G,Direção,RJ,62,Pós-graduação,Aprendiz
Masculino,1234.26,D,Operacional,RS,51,Superior completo,CLT
Feminino,1822.28,A,Operacional,PE,24,Superior completo,Aprendiz
Masculino,2098.31,C,Administração,DF,32,Médio completo,Temporário
Feminino,3848.55,B,Operacional,BA,56,Médio incompleto,Estatutário
Feminino,1002.87,C,Técnico,SP,29,Fundamental completo,Estatutário
Feminino,2245.49,E,Operacional,PE,24,Fundamental incompleto,Estatutário
Feminino,3521.2,A,Administração,SP,22,Pós-graduação,CLT
Masculino,2543.97,E,Operacional,DF,64,Pós-graduação,Estatutário
Masculino,2630.23,B,Serviços,PE,56,Superior incompleto,Estatutário
Feminino,2355.39,D,Direção,RS,40,Superior completo,CLT
Feminino,3242.99,F,Serviços,GO,45,Fundamental incompleto,CLT
Feminino,1108.36,I,Técnico,RS,51,Pós-graduação,Estatutário
Masculino,969.07,J,Técnico,RS,42,Superior incompleto,Aprendiz
Feminino,1802.9,F,Direção,SC,19,Superior completo,Temporário
Masculino,683.67,J,Direção,RJ,26,Fundamental completo,CLT
Feminino,3145.7,B,Direção,RS,51,Médio incompleto,Temporário
Feminino,3131.67,H,Direção,RS,63,Médio completo,Temporário
Masculino,1487.71,E,Operacional,PE,64,Médio incompleto,CLT
Feminino,1530.2,I,Serviços,RJ,49,Superior incompleto,Temporário
Masculino,1750.13,J,Técnico,PE,29,Superior completo,Aprendiz
Masculino,1850.87,I,Operacional,GO,36,Médio completo,Estatutário
Masculino,1914.53,D,Direção,RJ,64,Superior incompleto,Aprendiz
Feminino,2324.37,A,Administração,DF,55,Pós-graduação,Temporário
Feminino,1672.91,I,Administração,DF,27,Superior incompleto,Estatutário
Feminino,2764.01,I,Serviços,SC,27,Superior completo,CLT
Masculino,2209.84,H,Técnico,GO,52,Pós-graduação,Aprendiz
Feminino,1375.9,E,Técnico,PR,58,Médio completo,Estatutário
Feminino,3297.11,E,Serviços,BA,54,Fundamental incompleto,CLT
Masculino,981.21,J,Direção,PE,49,Fundamental incompleto,Aprendiz
Feminino,1734.59,F,Direção,PE,24,Superior completo,Aprendiz
Masculino,2793.67,A,Técnico,MG,27,Superior completo,Aprendiz
Feminino,1305.86,I,Técnico,MG,60,Superior incompleto,Aprendiz
Masculino,2078.29,E,Técnico,PR,55,Fundamental completo,Temporário
Masculino,2308.85,G,Direção,PR,44,Médio incompleto,CLT
Masculino,1227.54,H,Administração,RJ,49,Fundamental incompleto,Estatutário
Feminino,1750.02,E,Serviços,PR,24,Médio completo,CLT
Masculino,1685.09,C,Serviços,SP,43,Superior incompleto,Temporário
Masculino,1410.53,F,Operacional,BA,39,Médio incompleto,Temporário
Feminino,5093.67,G,Operacional,BA,29,Superior completo,Estatutário
Feminino,1282.55,D,Administração,SP,41,Pós-graduação,Estatutário
Masculino,2841.87,I,Técnico,MG,63,Médio incompleto,CLT
Masculino,1515.1,D,Administração,PE,46,Superior incompleto,Aprendiz
Masculino,1108.78,J,Operacional,DF,49,Médio incompleto,Estatutário
Masculino,1893.66,B,Operacional,MG,33,Fundamental completo,CLT
Feminino,2421.38,I,Serviços,SC,43,Superior incompleto,Estatutário
Feminino,2735.94,D,Administração,SC,23,Superior completo,Temporário
Feminino,3651.96,D,Direção,SC,18,Médio incompleto,Temporário
Masculino,6804.65,J,Operacional,PR,30,Médio incompleto,Aprendiz
Feminino,2023.8,A,Serviços,SC,55,Superior completo,Aprendiz
Feminino,1341.59,B,Técnico,SC,23,Fundamental incompleto,Aprendiz
Feminino,2216.74,C,Administração,GO,55,Médio incompleto,Aprendiz
Feminino,1603.92,G,Operacional,SC,29,Médio incompleto,Estatutário
Feminino,2742.66,I,Direção,PE,26,Pós-graduação,CLT
Feminino,1008.56,E,Operacional,SC,37,Fundamental incompleto,Temporário
Masculino,5248.78,D,Direção,MG,56,Superior incompleto,CLT
Feminino,2657.71,B,Administração,BA,44,Pós-graduação,Temporário
Masculino,847.42,G,Direção,SC,20,Fundamental incompleto,Estatutário
Feminino,1314.14,F,Direção,DF,41,Médio completo,Estatutário
Masculino,2610.34,G,Serviços,RS,32,Médio completo,Aprendiz
Feminino,3069.76,H,Administração,SP,51,Fundamental completo,Estatutário
Feminino,1019.93,I,Operacional,SC,49,Médio incompleto,Temporário
Masculino,2492.05,J,Técnico,DF,38,Superior completo,Aprendiz
Masculino,752.72,E,Administração,PE,18,Médio completo,Estatutário
Feminino,1736.8,E,Administração,RJ,50,Superior incompleto,Estatutário
Feminino,2982.21,D,Técnico,MG,28,Superior incompleto,Estatutário
Masculino,1410.67,C,Operacional,PE,20,Superior completo,CLT
Masculino,917.71,G,Serviços,DF,39,Médio completo,Estatutário
Feminino,1931.01,E,Operacional,PE,27,Fundamental incompleto,CLT
Masculino,1377.29,G,Técnico,GO,61,Pós-graduação,Aprendiz
Masculino,2400.19,B,Operacional,SP,55,Superior completo,CLT
Masculino,1213.91,I,Administração,MG,41,Fundamental completo,Temporário
Masculino,1277.06,I,Serviços,PE,24,Pós-graduação,Estatutário
Masculino,728.18,I,Direção,SP,53,Fundamental incompleto,Aprendiz
Masculino,1951.74,E,Operacional,BA,18,Fundamental completo,Temporário
Masculino,1681.75,J,Direção,RS,18,Superior completo,Estatutário
Masculino,1059.16,I,Serviços,BA,43,Médio completo,CLT
Masculino,1972.8,A,Direção,RS,34,Pós-graduação,Temporário
Masculino,2870.33,B,Operacional,PE,28,Fundamental incompleto,CLT
Masculino,1640.89,J,Técnico,SC,20,Médio completo,Estatutário
Feminino,2039.94,E,Administração,GO,27,Fundamental completo,Temporário
Masculino,2044.67,E,Administração,GO,19,Superior incompleto,Estatutário
Masculino,1051.58,F,Direção,PE,49,Superior completo,Temporário
Masculino,4561.76,H,Administração,SP,33,Fundamental incompleto,Estatutário
Masculino,1462.81,A,Administração,DF,43,Médio completo,CLT
Feminino,2429.04,J,Técnico,DF,57,Fundamental completo,Aprendiz
Feminino,2555.87,I,Direção,SC,56,Superior incompleto,CLT
Feminino,1697.96,D,Técnico,DF,27,Fundamental incompleto,Aprendiz
Feminino,2375.72,H,Técnico,SC,53,Fundamental completo,Temporário
Feminino,2019.53,E,Serviços,SC,47,Fundamental incompleto,Estatutário
Masculino,955.34,A,Direção,RS,26,Fundamental incompleto,Estatutário
Masculino,1556.94,I,Técnico,MG,22,Pós-graduação,CLT
Masculino,1372.45,H,Operacional,MG,24,Médio incompleto,Aprendiz
Masculino,1468.82,E,Administração,RJ,53,Pós-graduação,Aprendiz
Masculino,1005.46,D,Direção,RS,18,Médio completo,Temporário
Feminino,3001.58,H,Serviços,DF,44,Médio incompleto,Estatutário
Masculino,3717.83,I,Técnico,BA,29,Fundamental incompleto,Aprendiz
Feminino,2807.65,G,Operacional,MG,33,Fundamental completo,Aprendiz
Feminino,3202.66,D,Administração,PE,25,Médio completo,Estatutário
Masculino,1548.3,G,Administração,DF,42,Fundamental completo,CLT
Masculino,1357.89,F,Operacional,SP,30,Pós-graduação,Estatutário
Masculino,1273.64,C,Direção,SP,58,Fundamental completo,Aprendiz
Masculino,2415.9,J,Administração,DF,27,Superior completo,CLT
Masculino,2002.55,C,Administração,DF,57,Superior incompleto,Temporário
Masculino,1746.29,A,Administração,BA,50,Fundamental incompleto,Estatutário
Masculino,3238.34,E,Técnico,MG,52,Fundamental completo,Estatutário
Masculino,2169.44,H,Técnico,RS,54,Fundamental incompleto,CLT
Feminino,1239.67,F,Administração,BA,56,Médio incompleto,Aprendiz
Feminino,1330.87,H,Serviços,DF,45,Pós-graduação,CLT
Feminino,2457.49,G,Administração,PE,33,Superior completo,Estatutário
Masculino,2889.33,B,Direção,PE,25,Superior completo,CLT
Masculino,2317.53,H,Serviços,SP,50,Médio incompleto,CLT
Feminino,4245.44,D,Direção,SC,52,Fundamental completo,Temporário
Masculino,3773.48,E,Operacional,SC,55,Superior completo,Aprendiz
Masculino,2204.96,H,Operacional,PR,29,Fundamental incompleto,CLT
Feminino,1239.72,E,Técnico,SP,32,Superior incompleto,Estatutário
Feminino,1002.75,E,Técnico,MG,34,Médio completo,CLT
Masculino,1518.8,F,Técnico,RS,44,Pós-graduação,Aprendiz
Masculino,2537.53,G,Operacional,GO,38,Médio incompleto,Aprendiz
Masculino,4113.34,I,Direção,BA,38,Pós-graduação,Estatutário
Masculino,2181.68,G,Serviços,PR,34,Pós-graduação,Aprendiz
Masculino,3059.25,F,Técnico,RJ,44,Médio incompleto,Estatutário
Masculino,1619.08,J,Operacional,MG,29,Superior incompleto,Aprendiz
Masculino,2392.86,D,Técnico,SP,61,Fundamental completo,CLT
Feminino,2618.9,J,Administração,SC,53,Médio incompleto,Estatutário
Feminino,741.88,B,Serviços,PE,45,Médio incompleto,Aprendiz
Feminino,1501.1,I,Direção,RS,42,Médio completo,Temporário
Masculino,2772.11,J,Técnico,RJ,26,Superior incompleto,Temporário
Masculino,2045.73,E,Administração,RS,64,Superior incompleto,Estatutário
Masculino,1055.29,E,Administração,GO,54,Fundamental incompleto,Temporário
Masculino,605.74,C,Serviços,RS,40,Superior incompleto,CLT
Masculino,1533.64,C,Operacional,PR,28,Superior completo,CLT
Feminino,1750.73,A,Operacional,MG,18,Médio completo,Aprendiz
Feminino,1214.68,E,Técnico,DF,33,Superior completo,CLT
Masculino,1928.29,C,Técnico,BA,30,Superior incompleto,Estatutário
Masculino,2270.77,B,Operacional,DF,37,Fundamental incompleto,CLT
Feminino,2445.02,I,Direção,BA,33,Médio completo,Aprendiz
Masculino,626.3,J,Direção,GO,33,Médio incompleto,CLT
